kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z11kLogregCostPfS_S_S_S_ii",0,0,0,10,5010,2822400,16,0,0,6,2,0,0x0,0.000447,0.824500,106.798389,0,0.000000,3.529328,0.321677,0.000000,98.230088
"_Z11kLogregCostPfS_S_S_S_ii",1,0,0,12,5010,2822400,16,0,0,6,2,0,0x0,0.000451,0.817104,105.851175,0,0.000000,3.525541,0.356913,0.000000,93.277311
"_Z11kLogregCostPfS_S_S_S_ii",2,0,0,13,5010,2822400,16,0,0,6,2,0,0x0,0.000447,0.824629,106.798389,0,0.000000,3.529356,0.322112,0.000000,98.230088
"_Z11kLogregCostPfS_S_S_S_ii",3,0,0,14,5010,2822400,16,0,0,6,2,0,0x0,0.000448,0.822617,106.560000,0,0.000000,3.548945,0.359391,0.000000,93.277311
"_Z11kLogregCostPfS_S_S_S_ii",4,0,0,15,5010,2822400,16,0,0,6,2,0,0x0,0.000451,0.817628,106.086400,0,0.000000,3.536880,0.404193,0.000000,84.446323
"_Z11kLogregCostPfS_S_S_S_ii",5,0,0,16,5010,2822400,16,0,0,6,2,0,0x0,0.000449,0.820975,106.322673,0,0.000000,3.513957,0.320301,0.000000,98.133595
"_Z11kLogregCostPfS_S_S_S_ii",6,0,0,17,5010,2822400,16,0,0,6,2,0,0x0,0.000448,0.822171,106.560000,0,0.000000,3.549947,0.361113,0.000000,93.277311
"_Z11kLogregCostPfS_S_S_S_ii",7,0,0,18,5010,2822400,16,0,0,6,2,0,0x0,0.000448,0.822813,106.560000,0,0.000000,3.523571,0.321402,0.000000,98.230088
"_Z11kLogregCostPfS_S_S_S_ii",8,0,0,19,5010,2822400,16,0,0,6,2,0,0x0,0.000447,0.824381,106.798389,0,0.000000,3.528151,0.322015,0.000000,98.230088
"_Z11kLogregCostPfS_S_S_S_ii",9,0,0,20,5010,2822400,16,0,0,6,2,0,0x0,0.000447,0.824128,106.798389,0,0.000000,3.527316,0.321916,0.000000,98.230088
"_Z11kLogregCostPfS_S_S_S_ii",10,0,0,21,5010,2822400,16,0,0,6,2,0,0x0,0.000447,0.824410,106.798389,0,0.000000,3.530096,0.322026,0.000000,98.230088
