kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z26THCudaTensor_kernel_renormPfflf",0,0,0,2,30218,61440,128,128,0,5,5,0,0x0,0.000015,22.695502,2867.200000,2880,0.000000,1.456500,0.000000,0.000000,93.377001
"_Z26THCudaTensor_kernel_renormPfflf",1,0,0,4,30218,61440,128,128,0,5,5,0,0x0,0.000018,18.739179,2389.333333,2880,0.000000,1.224666,0.000000,0.000000,87.636612
"_Z26THCudaTensor_kernel_renormPfflf",2,0,0,5,30218,61440,128,128,0,5,5,0,0x0,0.000014,24.083770,3072.000000,2880,0.000000,1.855366,0.000000,0.000000,93.786550
"_Z26THCudaTensor_kernel_renormPfflf",3,0,0,6,30218,61440,128,128,0,5,5,0,0x0,0.000016,21.633485,2867.200000,2880,0.000000,1.277630,0.000000,0.000000,87.936943
"_Z26THCudaTensor_kernel_renormPfflf",4,0,0,7,30218,61440,128,128,0,5,5,0,0x0,0.000017,20.420243,2688.000000,2880,0.000000,1.201354,0.000000,0.000000,88.057653
"_Z26THCudaTensor_kernel_renormPfflf",5,0,0,8,30218,61440,128,128,0,5,5,0,0x0,0.000017,20.276972,2529.882353,2880,0.000000,1.163538,0.000000,0.000000,87.936943
"_Z26THCudaTensor_kernel_renormPfflf",6,0,0,9,30218,61440,128,128,0,5,5,0,0x0,0.000017,20.268782,2529.882353,2880,0.000000,1.264963,0.000000,0.000000,88.178694
"_Z26THCudaTensor_kernel_renormPfflf",7,0,0,10,30218,61440,128,128,0,5,5,0,0x0,0.000017,20.279206,2529.882353,2880,0.000000,1.475018,0.000000,0.000000,88.057653
"_Z26THCudaTensor_kernel_renormPfflf",8,0,0,11,30218,61440,128,128,0,5,5,0,0x0,0.000017,20.455051,2688.000000,2880,0.000000,1.519306,0.000000,0.000000,87.936943
"_Z26THCudaTensor_kernel_renormPfflf",9,0,0,12,30218,61440,128,128,0,5,5,0,0x0,0.000015,23.053792,3072.000000,2880,0.000000,1.860591,0.000000,0.000000,93.786550
"_Z26THCudaTensor_kernel_renormPfflf",10,0,0,13,30218,61440,128,128,0,5,5,0,0x0,0.000015,22.969374,2867.200000,2880,0.000000,1.727904,0.000000,0.000000,93.786550
