kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z9downscalePfPKfliiii",0,0,0,4,115243,253952,32,0,0,3,2,0,0x0,0.000026,4.193402,406.922240,0,0.000000,0.241828,0.026535,0.000000,83.870968
"_Z9downscalePfPKfliiii",1,0,0,6,115243,253952,32,0,0,3,2,0,0x0,0.000031,3.556705,339.101867,0,0.000000,0.205111,0.063937,0.000000,71.124620
"_Z9downscalePfPKfliiii",2,0,0,7,115243,253952,32,0,0,3,2,0,0x0,0.000025,4.328084,406.922240,0,0.000000,0.249595,0.069090,0.000000,83.870968
"_Z9downscalePfPKfliiii",3,0,0,8,115243,253952,32,0,0,3,2,0,0x0,0.000029,3.713286,350.795034,0,0.000000,0.214141,0.062480,0.000000,71.124620
"_Z9downscalePfPKfliiii",4,0,0,9,115243,253952,32,0,0,3,2,0,0x0,0.000029,3.713762,350.795034,0,0.000000,0.214168,0.064624,0.000000,71.124620
"_Z9downscalePfPKfliiii",5,0,0,10,115243,253952,32,0,0,3,2,0,0x0,0.000029,3.700245,350.795034,0,0.000000,0.213389,0.067582,0.000000,71.124620
"_Z9downscalePfPKfliiii",6,0,0,11,115243,253952,32,0,0,3,2,0,0x0,0.000030,3.661201,350.795034,0,0.000000,0.211137,0.059497,0.000000,71.124620
"_Z9downscalePfPKfliiii",7,0,0,12,115243,253952,32,0,0,3,2,0,0x0,0.000030,3.661895,350.795034,0,0.000000,0.211177,0.062669,0.000000,71.124620
"_Z9downscalePfPKfliiii",8,0,0,13,115243,253952,32,0,0,3,2,0,0x0,0.000025,4.308668,406.922240,0,0.000000,0.248476,0.075596,0.000000,83.870968
"_Z9downscalePfPKfliiii",9,0,0,14,115243,253952,32,0,0,3,2,0,0x0,0.000025,4.307173,406.922240,0,0.000000,0.248389,0.066898,0.000000,83.870968
"_Z9downscalePfPKfliiii",10,0,0,15,115243,253952,32,0,0,3,2,0,0x0,0.000025,4.299822,406.922240,0,0.000000,0.247966,0.070494,0.000000,83.870968
