kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z23softmax_gradient_kerneliPKfS0_Pf",0,0,0,6,29584,652288,64,512,0,2,2,0,0x0,0.000032,11.951692,1514.991484,40768,0.000000,38.445776,3.127407,0.000000,98.865587
"_Z23softmax_gradient_kerneliPKfS0_Pf",1,0,0,8,29584,652288,64,512,0,2,2,0,0x0,0.000037,10.132782,1269.317189,40768,0.000000,32.033003,2.702522,0.000000,98.345985
"_Z23softmax_gradient_kerneliPKfS0_Pf",2,0,0,9,29584,652288,64,512,0,2,2,0,0x0,0.000032,11.954997,1514.991484,40768,0.000000,37.620261,3.106541,0.000000,98.852784
"_Z23softmax_gradient_kerneliPKfS0_Pf",3,0,0,10,29584,652288,64,512,0,2,2,0,0x0,0.000034,11.276437,1423.173818,40768,0.000000,35.849250,2.996832,0.000000,98.348544
"_Z23softmax_gradient_kerneliPKfS0_Pf",4,0,0,11,29584,652288,64,512,0,2,2,0,0x0,0.000035,10.778342,1341.849600,40768,0.000000,34.227002,2.867575,0.000000,98.361558
"_Z23softmax_gradient_kerneliPKfS0_Pf",5,0,0,12,29584,652288,64,512,0,2,2,0,0x0,0.000034,11.136978,1423.173818,40768,0.000000,35.651122,3.020502,0.000000,98.365591
"_Z23softmax_gradient_kerneliPKfS0_Pf",6,0,0,13,29584,652288,64,512,0,2,2,0,0x0,0.000036,10.580655,1341.849600,40768,0.000000,33.614977,2.868308,0.000000,98.363782
"_Z23softmax_gradient_kerneliPKfS0_Pf",7,0,0,14,29584,652288,64,512,0,2,2,0,0x0,0.000035,10.870307,1381.315765,40768,0.000000,35.157176,2.924376,0.000000,98.355283
"_Z23softmax_gradient_kerneliPKfS0_Pf",8,0,0,15,29584,652288,64,512,0,2,2,0,0x0,0.000036,10.530575,1341.849600,40768,0.000000,33.428027,2.786430,0.000000,98.358126
"_Z23softmax_gradient_kerneliPKfS0_Pf",9,0,0,16,29584,652288,64,512,0,2,2,0,0x0,0.000032,11.902561,1514.991484,40768,0.000000,38.341824,3.079639,0.000000,98.851930
"_Z23softmax_gradient_kerneliPKfS0_Pf",10,0,0,17,29584,652288,64,512,0,2,2,0,0x0,0.000032,11.740910,1467.648000,40768,0.000000,37.164836,3.052365,0.000000,98.859433
