kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",0,0,0,4,29584,246016,256,0,0,1,1,0,0x0,0.000014,5.830448,681.275077,0,0.000000,27.675946,2.804576,4.226387,77.720961
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",1,0,0,6,29584,246016,256,0,0,1,1,0,0x0,0.000018,4.462034,520.975059,0,0.000000,20.937445,2.131436,2.776313,77.551753
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",2,0,0,7,29584,246016,256,0,0,1,1,0,0x0,0.000013,6.123722,738.048000,0,0.000000,24.885476,2.660575,4.291639,77.715825
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",3,0,0,8,29584,246016,256,0,0,1,1,0,0x0,0.000017,4.720982,553.536000,0,0.000000,22.500000,2.373512,2.418155,77.573693
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",4,0,0,9,29584,246016,256,0,0,1,1,0,0x0,0.000017,4.656688,520.975059,0,0.000000,21.169029,2.565915,2.570505,77.565770
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",5,0,0,10,29584,246016,256,0,0,1,1,0,0x0,0.000017,4.671729,553.536000,0,0.000000,22.318205,2.120939,2.394460,77.564130
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",6,0,0,11,29584,246016,256,0,0,1,1,0,0x0,0.000018,4.459907,520.975059,0,0.000000,20.101607,2.221988,5.379179,77.597711
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",7,0,0,12,29584,246016,256,0,0,1,1,0,0x0,0.000018,4.393891,492.032000,0,0.000000,20.867274,2.182918,5.788762,77.590396
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",8,0,0,13,29584,246016,256,0,0,1,1,0,0x0,0.000018,4.486903,520.975059,0,0.000000,21.925729,2.286472,6.012378,77.599022
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",9,0,0,14,29584,246016,256,0,0,1,1,0,0x0,0.000013,6.041890,681.275077,0,0.000000,27.341893,3.072991,10.271041,77.717109
"_Z14grayscaleVer2DP15HIP_vector_typeIhLj3EES1_ii",10,0,0,15,29584,246016,256,0,0,1,1,0,0x0,0.000013,5.887991,681.275077,0,0.000000,23.920855,2.405184,7.186573,77.729302
