kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z13kernelScharrXPKfiiPf",0,0,0,4,107321,262144,256,0,0,4,1,0,0x0,0.000010,1.639168,234.012444,0,0.000000,0.200471,0.017501,0.000000,82.882883
"_Z13kernelScharrXPKfiiPf",1,0,0,6,107321,262144,256,0,0,4,1,0,0x0,0.000012,1.350616,191.464727,0,0.000000,0.165181,0.104877,0.000000,67.153285
"_Z13kernelScharrXPKfiiPf",2,0,0,7,107321,262144,256,0,0,4,1,0,0x0,0.000009,1.776048,234.012444,0,0.000000,0.280996,0.144808,0.000000,82.882883
"_Z13kernelScharrXPKfiiPf",3,0,0,8,107321,262144,256,0,0,4,1,0,0x0,0.000011,1.496239,210.611200,0,0.000000,0.182991,0.120541,0.000000,67.399267
"_Z13kernelScharrXPKfiiPf",4,0,0,9,107321,262144,256,0,0,4,1,0,0x0,0.000012,1.341541,191.464727,0,0.000000,0.212251,0.109381,0.000000,65.000000
"_Z13kernelScharrXPKfiiPf",5,0,0,10,107321,262144,256,0,0,4,1,0,0x0,0.000011,1.480840,210.611200,0,0.000000,2.341459,0.205542,0.000000,67.647059
"_Z13kernelScharrXPKfiiPf",6,0,0,11,107321,262144,256,0,0,4,1,0,0x0,0.000012,1.388327,191.464727,0,0.000000,1.309832,0.254690,0.000000,67.647059
"_Z13kernelScharrXPKfiiPf",7,0,0,12,107321,262144,256,0,0,4,1,0,0x0,0.000012,1.291040,175.509333,0,0.000000,0.157895,0.107769,0.000000,67.647059
"_Z13kernelScharrXPKfiiPf",8,0,0,13,107321,262144,256,0,0,4,1,0,0x0,0.000011,1.445275,191.464727,0,0.000000,0.176758,0.120644,0.000000,67.399267
"_Z13kernelScharrXPKfiiPf",9,0,0,14,107321,262144,256,0,0,4,1,0,0x0,0.000013,1.275630,175.509333,0,0.000000,0.156010,0.110198,0.000000,82.882883
"_Z13kernelScharrXPKfiiPf",10,0,0,15,107321,262144,256,0,0,4,1,0,0x0,0.000013,1.227599,162.008615,0,0.000000,0.150136,0.108431,0.000000,82.882883
