path,function,time,blocks,matrix
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,14.601,"(8, 8)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.491,"(16, 16)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,14.731,"(24, 24)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,21.321,"(32, 32)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.501,"(1, 64)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.511,"(1, 128)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.541,"(1, 192)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.481,"(1, 256)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.611,"(1, 320)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.501,"(1, 384)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,14.741,"(1, 448)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,14.841,"(1, 512)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,15.031,"(1, 576)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,19.881,"(1, 640)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,14.201,"(1, 704)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.591,"(1, 768)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.47,"(1, 832)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.541,"(1, 896)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.661,"(1, 960)","(240, 240)"
./data/kernels/763/58/main.cu,writeGlobalMemoryUnit,13.501,"(1, 1024)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.781,"(8, 8)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.081,"(16, 16)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.631,"(24, 24)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.671,"(32, 32)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.681,"(1, 64)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.491,"(1, 128)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.72,"(1, 192)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.561,"(1, 256)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.82,"(1, 320)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.971,"(1, 384)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.871,"(1, 448)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.861,"(1, 512)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.931,"(1, 576)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.131,"(1, 640)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.241,"(1, 704)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.611,"(1, 768)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.091,"(1, 832)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.371,"(1, 896)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.491,"(1, 960)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.511,"(1, 1024)","(240, 240)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.641,"(8, 8)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.971,"(16, 16)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.981,"(24, 24)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.551,"(32, 32)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.981,"(1, 64)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.921,"(1, 128)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.161,"(1, 192)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.861,"(1, 256)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.16,"(1, 320)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.201,"(1, 384)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.961,"(1, 448)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.551,"(1, 512)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.081,"(1, 576)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.041,"(1, 640)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.201,"(1, 704)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.561,"(1, 768)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.961,"(1, 832)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.671,"(1, 896)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.931,"(1, 960)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.191,"(1, 1024)","(496, 496)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.54,"(8, 8)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.151,"(16, 16)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.261,"(24, 24)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.121,"(32, 32)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.551,"(1, 64)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.511,"(1, 128)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.721,"(1, 192)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.321,"(1, 256)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.001,"(1, 320)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.111,"(1, 384)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.591,"(1, 448)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.021,"(1, 512)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.571,"(1, 576)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.291,"(1, 640)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.61,"(1, 704)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.591,"(1, 768)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.081,"(1, 832)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.291,"(1, 896)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.081,"(1, 960)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.631,"(1, 1024)","(784, 784)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.691,"(8, 8)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,15.201,"(16, 16)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.121,"(24, 24)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.991,"(32, 32)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.771,"(1, 64)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.681,"(1, 128)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.641,"(1, 192)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.651,"(1, 256)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.781,"(1, 320)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.631,"(1, 384)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.601,"(1, 448)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.651,"(1, 512)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.701,"(1, 576)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.61,"(1, 640)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.57,"(1, 704)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.701,"(1, 768)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.631,"(1, 832)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.731,"(1, 896)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.901,"(1, 960)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,14.861,"(1, 1024)","(1016, 1016)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.751,"(8, 8)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.691,"(16, 16)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.591,"(24, 24)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.671,"(32, 32)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.881,"(1, 64)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.971,"(1, 128)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.631,"(1, 192)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.751,"(1, 256)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.741,"(1, 320)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.671,"(1, 384)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.681,"(1, 448)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.65,"(1, 512)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.8,"(1, 576)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.771,"(1, 640)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.771,"(1, 704)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.801,"(1, 768)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.721,"(1, 832)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.691,"(1, 896)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.671,"(1, 960)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.701,"(1, 1024)","(1232, 1232)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.721,"(8, 8)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.801,"(16, 16)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.78,"(24, 24)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.771,"(32, 32)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.931,"(1, 64)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.78,"(1, 128)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.781,"(1, 192)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.751,"(1, 256)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.751,"(1, 320)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.881,"(1, 384)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.711,"(1, 448)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.731,"(1, 512)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.731,"(1, 576)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.711,"(1, 640)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.691,"(1, 704)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.8,"(1, 768)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.801,"(1, 832)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.681,"(1, 896)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.831,"(1, 960)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.801,"(1, 1024)","(1680, 1680)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.791,"(8, 8)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.81,"(16, 16)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.851,"(24, 24)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.961,"(32, 32)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.681,"(1, 64)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.791,"(1, 128)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.721,"(1, 192)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.731,"(1, 256)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.761,"(1, 320)","(2024, 2024)"
./data/kernels/763/59/main.cu,writeLocalMemory,13.641,"(1, 384)","(2024, 2024)"
