path,function,time,blocks,matrix
./data/kernels/87/1/main.cu,reduce,14.881,"(8, 8)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,13.851,"(16, 16)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.021,"(24, 24)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,15.201,"(32, 32)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.011,"(1, 64)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,15.232,"(1, 128)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.171,"(1, 192)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,15.291,"(1, 256)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.131,"(1, 320)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.741,"(1, 384)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.311,"(1, 448)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,36.763,"(1, 512)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,15.281,"(1, 576)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.101,"(1, 640)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.601,"(1, 704)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.421,"(1, 768)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.421,"(1, 832)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.701,"(1, 896)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.121,"(1, 960)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.401,"(1, 1024)","(240, 240)"
./data/kernels/87/1/main.cu,reduce,14.111,"(8, 8)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.781,"(16, 16)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,15.542,"(24, 24)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.271,"(32, 32)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.301,"(1, 64)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.852,"(1, 128)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,15.252,"(1, 192)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.231,"(1, 256)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.781,"(1, 320)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.451,"(1, 384)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.291,"(1, 448)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.351,"(1, 512)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,15.661,"(1, 576)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.901,"(1, 640)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.481,"(1, 704)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.311,"(1, 768)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.221,"(1, 832)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.241,"(1, 896)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.101,"(1, 960)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.331,"(1, 1024)","(496, 496)"
./data/kernels/87/1/main.cu,reduce,14.321,"(8, 8)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,20.142,"(16, 16)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.351,"(24, 24)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.161,"(32, 32)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.271,"(1, 64)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.331,"(1, 128)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.371,"(1, 192)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.401,"(1, 256)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.341,"(1, 320)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.201,"(1, 384)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.291,"(1, 448)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.361,"(1, 512)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.911,"(1, 576)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.471,"(1, 640)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.721,"(1, 704)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,25.622,"(1, 768)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.311,"(1, 832)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,20.941,"(1, 896)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.501,"(1, 960)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.291,"(1, 1024)","(784, 784)"
./data/kernels/87/1/main.cu,reduce,14.321,"(8, 8)","(1016, 1016)"
./data/kernels/87/1/main.cu,reduce,14.361,"(16, 16)","(1016, 1016)"
./data/kernels/87/1/main.cu,reduce,14.691,"(24, 24)","(1016, 1016)"
./data/kernels/87/1/main.cu,reduce,14.921,"(32, 32)","(1016, 1016)"
