path,function,time,blocks,matrix
./data/kernels/5587/55/main.cu,levels_image_kernel,15.33,"(8, 8)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.52,"(16, 16)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,15.0,"(24, 24)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.84,"(32, 32)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.69,"(1, 64)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.93,"(1, 128)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.93,"(1, 192)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.951,"(1, 256)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,15.131,"(1, 320)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.911,"(1, 384)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,16.05,"(1, 448)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.861,"(1, 512)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.921,"(1, 576)","(240, 240)"
./data/kernels/5587/55/main.cu,levels_image_kernel,14.851,"(1, 640)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.24,"(8, 8)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.36,"(16, 16)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.55,"(24, 24)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.56,"(32, 32)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.851,"(1, 64)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.82,"(1, 128)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.95,"(1, 192)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.83,"(1, 256)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.72,"(1, 320)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.74,"(1, 384)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,20.8,"(1, 448)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.79,"(1, 512)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.77,"(1, 576)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.58,"(1, 640)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.86,"(1, 704)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.91,"(1, 768)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.78,"(1, 832)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.411,"(1, 896)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.871,"(1, 960)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.89,"(1, 1024)","(240, 240)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.92,"(8, 8)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.821,"(16, 16)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.96,"(24, 24)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.91,"(32, 32)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.02,"(1, 64)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.99,"(1, 128)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.961,"(1, 192)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.891,"(1, 256)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.951,"(1, 320)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.49,"(1, 384)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,14.8,"(1, 448)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.881,"(1, 512)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.411,"(1, 576)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.15,"(1, 640)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.0,"(1, 704)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.941,"(1, 768)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.04,"(1, 832)","(496, 496)"
./data/kernels/5587/57/main.cu,col2im_gpu_kernel,15.05,"(1, 896)","(496, 496)"
