path,function,time,blocks,matrix
./data/kernels/11684/12/main.cu,invert,14.901,"(8, 8)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.141,"(16, 16)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.781,"(24, 24)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.821,"(32, 32)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,15.771,"(1, 64)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.341,"(1, 128)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.261,"(1, 192)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.371,"(1, 256)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,13.89,"(1, 320)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.561,"(1, 384)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.731,"(1, 448)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,21.611,"(1, 512)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.521,"(1, 576)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.941,"(1, 640)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.701,"(1, 704)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.881,"(1, 768)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.321,"(1, 832)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.811,"(1, 896)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,15.591,"(1, 960)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.241,"(1, 1024)","(240, 240)"
./data/kernels/11684/12/main.cu,invert,14.261,"(8, 8)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.481,"(16, 16)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.461,"(24, 24)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.331,"(32, 32)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.261,"(1, 64)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.321,"(1, 128)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.371,"(1, 192)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.301,"(1, 256)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.051,"(1, 320)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.271,"(1, 384)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.491,"(1, 448)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.681,"(1, 512)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.361,"(1, 576)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.141,"(1, 640)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.341,"(1, 704)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,16.751,"(1, 768)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.431,"(1, 832)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.401,"(1, 896)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.37,"(1, 960)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.121,"(1, 1024)","(496, 496)"
./data/kernels/11684/12/main.cu,invert,14.111,"(8, 8)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.221,"(16, 16)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.301,"(24, 24)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.041,"(32, 32)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.191,"(1, 64)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.291,"(1, 128)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.061,"(1, 192)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.231,"(1, 256)","(784, 784)"
./data/kernels/11684/12/main.cu,invert,14.481,"(1, 320)","(784, 784)"
