path,function,time,blocks,matrix
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,17.311,"(8, 8)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.9,"(16, 16)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.45,"(24, 24)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.15,"(32, 32)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.42,"(1, 64)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.43,"(1, 128)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.851,"(1, 192)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.251,"(1, 256)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.271,"(1, 320)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.18,"(1, 384)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.371,"(1, 448)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.241,"(1, 512)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.43,"(1, 576)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.07,"(1, 640)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.911,"(1, 704)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.32,"(1, 768)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.911,"(1, 832)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.78,"(1, 896)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.431,"(1, 960)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.64,"(1, 1024)","(240, 240)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.221,"(8, 8)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.981,"(16, 16)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.6,"(24, 24)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.611,"(32, 32)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.07,"(1, 64)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.08,"(1, 128)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.971,"(1, 192)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.591,"(1, 256)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.4,"(1, 320)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.371,"(1, 384)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.571,"(1, 448)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.62,"(1, 512)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,16.421,"(1, 576)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.31,"(1, 640)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.841,"(1, 704)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.771,"(1, 768)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.131,"(1, 832)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.531,"(1, 896)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.14,"(1, 960)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.48,"(1, 1024)","(496, 496)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.74,"(8, 8)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.471,"(16, 16)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.86,"(24, 24)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.761,"(32, 32)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.721,"(1, 64)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.84,"(1, 128)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.54,"(1, 192)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.59,"(1, 256)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.901,"(1, 320)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.55,"(1, 384)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.501,"(1, 448)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,15.351,"(1, 512)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.661,"(1, 576)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.76,"(1, 640)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.91,"(1, 704)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.561,"(1, 768)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.76,"(1, 832)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.94,"(1, 896)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.921,"(1, 960)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.79,"(1, 1024)","(784, 784)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.811,"(8, 8)","(1016, 1016)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.7,"(16, 16)","(1016, 1016)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.84,"(24, 24)","(1016, 1016)"
./data/kernels/5182/238/main.cu,Matrix_transposeFromSVDnodeCOPY,14.99,"(32, 32)","(1016, 1016)"
