path,function,time,blocks,matrix
./data/kernels/7382/70/main.cu,kDotProduct_r,15.251,"(8, 8)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.971,"(16, 16)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.781,"(24, 24)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.501,"(32, 32)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.061,"(1, 64)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.821,"(1, 128)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.031,"(1, 192)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.031,"(1, 256)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.961,"(1, 320)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.511,"(1, 384)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.931,"(1, 448)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.461,"(1, 512)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.111,"(1, 576)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.421,"(1, 640)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.331,"(1, 704)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.461,"(1, 768)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.261,"(1, 832)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.301,"(1, 896)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,18.821,"(1, 960)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.381,"(1, 1024)","(240, 240)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.771,"(8, 8)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.931,"(16, 16)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.961,"(24, 24)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.561,"(32, 32)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.651,"(1, 64)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.281,"(1, 128)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.021,"(1, 192)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.751,"(1, 256)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.961,"(1, 320)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,14.941,"(1, 384)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.881,"(1, 448)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.561,"(1, 512)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.251,"(1, 576)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.341,"(1, 640)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.291,"(1, 704)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.431,"(1, 768)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.921,"(1, 832)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.561,"(1, 896)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.011,"(1, 960)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.301,"(1, 1024)","(496, 496)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.821,"(8, 8)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.731,"(16, 16)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.711,"(24, 24)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.772,"(32, 32)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.791,"(1, 64)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.371,"(1, 128)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.311,"(1, 192)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.561,"(1, 256)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.991,"(1, 320)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.032,"(1, 384)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.361,"(1, 448)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.821,"(1, 512)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.151,"(1, 576)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.601,"(1, 640)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.531,"(1, 704)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,18.431,"(1, 768)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.711,"(1, 832)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.462,"(1, 896)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.511,"(1, 960)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.901,"(1, 1024)","(784, 784)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.511,"(8, 8)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.521,"(16, 16)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.531,"(24, 24)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.321,"(32, 32)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.581,"(1, 64)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.911,"(1, 128)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.351,"(1, 192)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.701,"(1, 256)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.771,"(1, 320)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,23.792,"(1, 384)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.611,"(1, 448)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.601,"(1, 512)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.991,"(1, 576)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.162,"(1, 640)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.561,"(1, 704)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.581,"(1, 768)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.161,"(1, 832)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.941,"(1, 896)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.671,"(1, 960)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.371,"(1, 1024)","(1016, 1016)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.121,"(8, 8)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.251,"(16, 16)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.771,"(24, 24)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.921,"(32, 32)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.701,"(1, 64)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.271,"(1, 128)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.701,"(1, 192)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.361,"(1, 256)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.021,"(1, 320)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.031,"(1, 384)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.901,"(1, 448)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.681,"(1, 512)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.491,"(1, 576)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.411,"(1, 640)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.601,"(1, 704)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.171,"(1, 768)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.691,"(1, 832)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.152,"(1, 896)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.091,"(1, 960)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,17.002,"(1, 1024)","(1232, 1232)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.321,"(8, 8)","(1680, 1680)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.551,"(16, 16)","(1680, 1680)"
./data/kernels/7382/70/main.cu,kDotProduct_r,16.571,"(24, 24)","(1680, 1680)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.611,"(32, 32)","(1680, 1680)"
./data/kernels/7382/70/main.cu,kDotProduct_r,15.781,"(1, 64)","(1680, 1680)"
