path,function,time,blocks,matrix
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.611,"(8, 8)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,17.032,"(16, 16)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.911,"(24, 24)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,20.831,"(32, 32)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.601,"(1, 64)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.041,"(1, 128)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.741,"(1, 192)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.721,"(1, 256)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.221,"(1, 320)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.741,"(1, 384)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,20.931,"(1, 448)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.911,"(1, 512)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.711,"(1, 576)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.581,"(1, 640)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.771,"(1, 704)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.991,"(1, 768)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.201,"(1, 832)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.111,"(1, 896)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.841,"(1, 960)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.131,"(1, 1024)","(240, 240)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.391,"(8, 8)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.332,"(16, 16)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,15.941,"(24, 24)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.511,"(32, 32)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.672,"(1, 64)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.631,"(1, 128)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.731,"(1, 192)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,25.261,"(1, 256)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.981,"(1, 320)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,20.542,"(1, 384)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.531,"(1, 448)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.361,"(1, 512)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.351,"(1, 576)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.731,"(1, 640)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.091,"(1, 704)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,20.711,"(1, 768)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.282,"(1, 832)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.842,"(1, 896)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.811,"(1, 960)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.691,"(1, 1024)","(496, 496)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.131,"(8, 8)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,17.211,"(16, 16)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,17.991,"(24, 24)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.232,"(32, 32)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,19.281,"(1, 64)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,17.321,"(1, 128)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.481,"(1, 192)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,18.211,"(1, 256)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.441,"(1, 320)","(784, 784)"
./data/kernels/2272/47/main.cu,weighted_sum_kernel,16.491,"(1, 384)","(784, 784)"
