path,function,time,blocks,matrix
./data/kernels/9000/18/main.cu,update_local_time,15.651,"(8, 8)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.261,"(16, 16)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.181,"(24, 24)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.621,"(32, 32)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.131,"(1, 64)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.831,"(1, 128)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.991,"(1, 192)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.191,"(1, 256)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.871,"(1, 320)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.201,"(1, 384)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.441,"(1, 448)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.201,"(1, 512)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.831,"(1, 576)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.681,"(1, 640)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.591,"(1, 704)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.731,"(1, 768)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.351,"(1, 832)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.351,"(1, 896)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.491,"(1, 960)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,15.601,"(1, 1024)","(240, 240)"
./data/kernels/9000/18/main.cu,update_local_time,14.561,"(8, 8)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,15.901,"(16, 16)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,15.301,"(24, 24)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.341,"(32, 32)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.671,"(1, 64)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.921,"(1, 128)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,16.391,"(1, 192)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.601,"(1, 256)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.561,"(1, 320)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.901,"(1, 384)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.791,"(1, 448)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.631,"(1, 512)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,15.351,"(1, 576)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.931,"(1, 640)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.841,"(1, 704)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.721,"(1, 768)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.711,"(1, 832)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.471,"(1, 896)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.571,"(1, 960)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.591,"(1, 1024)","(496, 496)"
./data/kernels/9000/18/main.cu,update_local_time,14.872,"(8, 8)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.401,"(16, 16)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.741,"(24, 24)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.471,"(32, 32)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.721,"(1, 64)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,15.481,"(1, 128)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.661,"(1, 192)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.611,"(1, 256)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.751,"(1, 320)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.481,"(1, 384)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.581,"(1, 448)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,15.521,"(1, 512)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.671,"(1, 576)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.511,"(1, 640)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,15.631,"(1, 704)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.551,"(1, 768)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.611,"(1, 832)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,15.101,"(1, 896)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.431,"(1, 960)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.571,"(1, 1024)","(784, 784)"
./data/kernels/9000/18/main.cu,update_local_time,14.531,"(8, 8)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.691,"(16, 16)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.821,"(24, 24)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.541,"(32, 32)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.981,"(1, 64)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.701,"(1, 128)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.671,"(1, 192)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.681,"(1, 256)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.691,"(1, 320)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,15.531,"(1, 384)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.661,"(1, 448)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.791,"(1, 512)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.671,"(1, 576)","(1016, 1016)"
./data/kernels/9000/18/main.cu,update_local_time,14.741,"(1, 640)","(1016, 1016)"
