path,function,time,blocks,matrix
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.43,"(8, 8)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,17.691,"(16, 16)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,20.16,"(24, 24)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.92,"(32, 32)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.85,"(1, 64)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.641,"(1, 128)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.851,"(1, 192)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.92,"(1, 256)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,19.49,"(1, 320)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.851,"(1, 384)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.04,"(1, 448)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.78,"(1, 512)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.911,"(1, 576)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.63,"(1, 640)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.67,"(1, 704)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.841,"(1, 768)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.99,"(1, 832)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,19.381,"(1, 896)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.57,"(1, 960)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.91,"(1, 1024)","(240, 240)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.021,"(8, 8)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.23,"(16, 16)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,17.331,"(24, 24)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.18,"(32, 32)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.601,"(1, 64)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.04,"(1, 128)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.84,"(1, 192)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.06,"(1, 256)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.641,"(1, 320)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.87,"(1, 384)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.261,"(1, 448)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.37,"(1, 512)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,19.47,"(1, 576)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,19.341,"(1, 640)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.66,"(1, 704)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.621,"(1, 768)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,16.061,"(1, 832)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,19.261,"(1, 896)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.39,"(1, 960)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.19,"(1, 1024)","(496, 496)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.921,"(8, 8)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.46,"(16, 16)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.51,"(24, 24)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.661,"(32, 32)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.931,"(1, 64)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.15,"(1, 128)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.25,"(1, 192)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.141,"(1, 256)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.04,"(1, 320)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.111,"(1, 384)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.301,"(1, 448)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,17.961,"(1, 512)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.2,"(1, 576)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.51,"(1, 640)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.301,"(1, 704)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.23,"(1, 768)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.281,"(1, 832)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.441,"(1, 896)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.041,"(1, 960)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.95,"(1, 1024)","(784, 784)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.11,"(8, 8)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.961,"(16, 16)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.31,"(24, 24)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.33,"(32, 32)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.32,"(1, 64)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.241,"(1, 128)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,18.641,"(1, 192)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.301,"(1, 256)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.89,"(1, 320)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,14.961,"(1, 384)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.851,"(1, 448)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.3,"(1, 512)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.051,"(1, 576)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.621,"(1, 640)","(1016, 1016)"
./data/kernels/17611/7/main.cu,refine_dilateFPPlaneDepthMapXpYp_kernel,15.441,"(1, 704)","(1016, 1016)"
