path,function,time,blocks,matrix
./data/kernels/810/30/main.cu,sumArraysOnGPU,15.111,"(8, 8)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.611,"(16, 16)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.541,"(24, 24)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.491,"(32, 32)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.431,"(1, 64)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.351,"(1, 128)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.481,"(1, 192)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,15.081,"(1, 256)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.561,"(1, 320)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.681,"(1, 384)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,15.081,"(1, 448)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.621,"(1, 512)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.501,"(1, 576)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.711,"(1, 640)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.421,"(1, 704)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.751,"(1, 768)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.721,"(1, 832)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.671,"(1, 896)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.801,"(1, 960)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.711,"(1, 1024)","(240, 240)"
./data/kernels/810/30/main.cu,sumArraysOnGPU,14.871,"(8, 8)","(496, 496)"
