path,function,time,blocks,matrix
./data/kernels/3901/196/main.cu,downscale,15.161,"(8, 8)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.861,"(16, 16)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.641,"(24, 24)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.531,"(32, 32)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.531,"(1, 64)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.641,"(1, 128)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.652,"(1, 192)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.851,"(1, 256)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.571,"(1, 320)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.601,"(1, 384)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.641,"(1, 448)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.621,"(1, 512)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.491,"(1, 576)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.521,"(1, 640)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.791,"(1, 704)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.731,"(1, 768)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.901,"(1, 832)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,15.471,"(1, 896)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.551,"(1, 960)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.851,"(1, 1024)","(240, 240)"
./data/kernels/3901/196/main.cu,downscale,14.781,"(8, 8)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.651,"(16, 16)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.741,"(24, 24)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.721,"(32, 32)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.902,"(1, 64)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.881,"(1, 128)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.661,"(1, 192)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.891,"(1, 256)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.801,"(1, 320)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.691,"(1, 384)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.831,"(1, 448)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,25.642,"(1, 512)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.801,"(1, 576)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.651,"(1, 640)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.841,"(1, 704)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.781,"(1, 768)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,15.071,"(1, 832)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.911,"(1, 896)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.801,"(1, 960)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,15.621,"(1, 1024)","(496, 496)"
./data/kernels/3901/196/main.cu,downscale,14.801,"(8, 8)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.701,"(16, 16)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.771,"(24, 24)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.631,"(32, 32)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,15.032,"(1, 64)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.951,"(1, 128)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.861,"(1, 192)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.901,"(1, 256)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.781,"(1, 320)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.781,"(1, 384)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.751,"(1, 448)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.901,"(1, 512)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.901,"(1, 576)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,15.011,"(1, 640)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,15.101,"(1, 704)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,15.161,"(1, 768)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.741,"(1, 832)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,15.721,"(1, 896)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.701,"(1, 960)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.951,"(1, 1024)","(784, 784)"
./data/kernels/3901/196/main.cu,downscale,14.751,"(8, 8)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,14.871,"(16, 16)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,15.071,"(24, 24)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,14.871,"(32, 32)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,14.961,"(1, 64)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,20.422,"(1, 128)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,14.861,"(1, 192)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,15.131,"(1, 256)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,15.051,"(1, 320)","(1016, 1016)"
./data/kernels/3901/196/main.cu,downscale,14.861,"(1, 384)","(1016, 1016)"
