path,function,time,blocks,matrix
./data/kernels/1603/37/main.cu,flatten_kernel,15.882,"(8, 8)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.731,"(16, 16)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.771,"(24, 24)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,55.915,"(32, 32)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.711,"(1, 64)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.781,"(1, 128)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.971,"(1, 192)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.711,"(1, 256)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.812,"(1, 320)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.851,"(1, 384)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.322,"(1, 448)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.581,"(1, 512)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.902,"(1, 576)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.352,"(1, 640)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.181,"(1, 704)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.161,"(1, 768)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.002,"(1, 832)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.111,"(1, 896)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.661,"(1, 960)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.322,"(1, 1024)","(240, 240)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.752,"(8, 8)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.571,"(16, 16)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.531,"(24, 24)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.552,"(32, 32)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.431,"(1, 64)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.821,"(1, 128)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.731,"(1, 192)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.312,"(1, 256)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.701,"(1, 320)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.831,"(1, 384)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.831,"(1, 448)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.491,"(1, 512)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.271,"(1, 576)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.602,"(1, 640)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.502,"(1, 704)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.462,"(1, 768)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.441,"(1, 832)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.541,"(1, 896)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,14.972,"(1, 960)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.301,"(1, 1024)","(496, 496)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.431,"(8, 8)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.242,"(16, 16)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.511,"(24, 24)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.141,"(32, 32)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.211,"(1, 64)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.871,"(1, 128)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.142,"(1, 192)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.281,"(1, 256)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,20.332,"(1, 320)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.791,"(1, 384)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,18.371,"(1, 448)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.101,"(1, 512)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.832,"(1, 576)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,17.211,"(1, 640)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,16.111,"(1, 704)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.411,"(1, 768)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.332,"(1, 832)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.991,"(1, 896)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.231,"(1, 960)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,20.471,"(1, 1024)","(784, 784)"
./data/kernels/1603/37/main.cu,flatten_kernel,15.421,"(8, 8)","(1016, 1016)"
./data/kernels/1603/37/main.cu,flatten_kernel,19.802,"(16, 16)","(1016, 1016)"
