kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z17inverse_transformPfS_ii",0,0,0,4,71039,246016,16,0,0,7,3,0,0x0,9.437338,91.852034,6487.922603,0,0.000000,15.506475,0.009269,0.000012,99.997978
"_Z17inverse_transformPfS_ii",1,0,0,6,71039,246016,16,0,0,7,3,0,0x0,9.437321,91.852186,6487.933602,0,0.000000,15.452857,0.009258,0.000027,99.997951
"_Z17inverse_transformPfS_ii",2,0,0,7,71039,246016,16,0,0,7,3,0,0x0,9.437229,91.853137,6487.997538,0,0.000000,15.446473,0.009267,0.000008,99.997979
"_Z17inverse_transformPfS_ii",3,0,0,8,71039,246016,16,0,0,7,3,0,0x0,9.437295,91.852448,6487.952164,0,0.000000,15.470634,0.009265,0.000010,99.997980
"_Z17inverse_transformPfS_ii",4,0,0,9,71039,246016,16,0,0,7,3,0,0x0,9.437279,91.852523,6487.962476,0,0.000000,15.635622,0.009314,0.000012,99.997978
"_Z17inverse_transformPfS_ii",5,0,0,10,71039,246016,16,0,0,7,3,0,0x0,9.437242,91.852931,6487.987913,0,0.000000,15.453609,0.009266,0.000004,99.997979
"_Z17inverse_transformPfS_ii",6,0,0,11,71039,246016,16,0,0,7,3,0,0x0,9.437357,91.851866,6487.909541,0,0.000000,15.508712,0.009268,0.000006,99.997976
"_Z17inverse_transformPfS_ii",7,0,0,12,71039,246016,16,0,0,7,3,0,0x0,9.437349,91.851891,6487.915041,0,0.000000,15.462784,0.009258,0.000010,99.997983
"_Z17inverse_transformPfS_ii",8,0,0,13,71039,246016,16,0,0,7,3,0,0x0,9.437232,91.853011,6487.994788,0,0.000000,15.460403,0.009284,0.000015,99.997986
"_Z17inverse_transformPfS_ii",9,0,0,14,71039,246016,16,0,0,7,3,0,0x0,9.437317,91.852237,6487.936352,0,0.000000,15.475317,0.009259,0.000010,99.997978
"_Z17inverse_transformPfS_ii",10,0,0,15,71039,246016,16,0,0,7,3,0,0x0,
