kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",0,0,0,6,35940,1517824,256,128,0,5,6,0,0x0,0.000132,37.114969,4474.026667,175560,0.000000,7.576155,0.695479,0.000000,99.154523
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",1,0,0,8,35940,1517824,256,128,0,5,6,0,0x0,0.000096,51.075160,6151.786667,175560,0.000000,10.443532,1.016604,0.000000,98.555078
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",2,0,0,9,35940,1517824,256,128,0,5,6,0,0x0,0.000069,71.084539,8559.007536,175560,0.000000,14.415850,1.170609,0.000000,99.378955
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",3,0,0,10,35940,1517824,256,128,0,5,6,0,0x0,0.000121,40.612277,4921.429333,175560,0.000000,8.458962,0.802400,0.000000,99.142701
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",4,0,0,11,35940,1517824,256,128,0,5,6,0,0x0,0.000117,41.884444,5047.619829,175560,0.000000,8.805036,0.786585,0.000000,99.150462
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",5,0,0,12,35940,1517824,256,128,0,5,6,0,0x0,0.000126,39.078220,4724.572160,175560,0.000000,8.075472,0.720693,0.000000,99.150528
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",6,0,0,13,35940,1517824,256,128,0,5,6,0,0x0,0.000075,65.815552,7980.696216,175560,0.000000,13.841543,1.315447,0.000000,99.146631
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",7,0,0,14,35940,1517824,256,128,0,5,6,0,0x0,0.000073,67.283347,8202.382222,175560,0.000000,13.545122,1.224362,0.000000,99.146565
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",8,0,0,15,35940,1517824,256,128,0,5,6,0,0x0,0.000127,38.593503,4650.169449,175560,0.000000,7.950478,0.731788,0.000000,99.154293
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",9,0,0,16,35940,1517824,256,128,0,5,6,0,0x0,0.000072,68.294837,8317.908732,175560,0.000000,13.500805,1.096176,0.000000,99.379003
"_Z21minkowski_kernel_samePKfmmS0_mmmPfmf",10,0,0,17,35940,1517824,256,128,0,5,6,0,0x0,0.000069,70.884916,8559.007536,175560,0.000000,14.230214,1.150165,0.000000,99.378955
