kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z9l2_kerneliPfS_S_S_",0,0,0,8,48803,2822400,256,0,0,1,1,0,0x0,0.000051,22.632614,2545.694118,0,0.000000,40.372310,5.723940,0.912375,60.049246
"_Z9l2_kerneliPfS_S_S_",1,0,0,10,48803,2822400,256,0,0,1,1,0,0x0,0.000055,21.289751,2404.266667,0,0.000000,38.472674,5.860931,0.835355,59.963480
"_Z9l2_kerneliPfS_S_S_",2,0,0,11,48803,2822400,256,0,0,1,1,0,0x0,0.000052,22.246162,2496.738462,0,0.000000,39.278497,5.558346,0.813096,60.049246
"_Z9l2_kerneliPfS_S_S_",3,0,0,12,48803,2822400,256,0,0,1,1,0,0x0,0.000054,21.703769,2449.630189,0,0.000000,38.916368,5.839876,0.548290,59.959686
"_Z9l2_kerneliPfS_S_S_",4,0,0,13,48803,2822400,256,0,0,1,1,0,0x0,0.000053,21.855470,2449.630189,0,0.000000,38.964594,5.860724,0.704838,59.959686
"_Z9l2_kerneliPfS_S_S_",5,0,0,14,48803,2822400,256,0,0,1,1,0,0x0,0.000053,21.935868,2449.630189,0,0.000000,40.034369,6.168793,1.462023,59.962938
"_Z9l2_kerneliPfS_S_S_",6,0,0,15,48803,2822400,256,0,0,1,1,0,0x0,0.000055,21.294624,2404.266667,0,0.000000,37.603013,5.578702,2.483747,59.976492
"_Z9l2_kerneliPfS_S_S_",7,0,0,16,48803,2822400,256,0,0,1,1,0,0x0,0.000054,21.664343,2449.630189,0,0.000000,38.278584,5.929993,2.305623,59.969985
"_Z9l2_kerneliPfS_S_S_",8,0,0,17,48803,2822400,256,0,0,1,1,0,0x0,0.000052,22.555237,2545.694118,0,0.000000,39.717524,5.766200,2.606535,60.049246
"_Z9l2_kerneliPfS_S_S_",9,0,0,18,48803,2822400,256,0,0,1,1,0,0x0,0.000053,21.924494,2449.630189,0,0.000000,38.512869,5.508614,2.439369,60.049246
"_Z9l2_kerneliPfS_S_S_",10,0,0,19,48803,2822400,256,0,0,1,1,0,0x0,0.000052,22.346362,2496.738462,0,0.000000,39.350918,5.658151,2.474296,60.049246
