kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z4copyPfPKfi",0,0,0,4,2410,4274688,192,0,0,2,1,0,0x0,0.000085,1.550337,204.612571,0,0.000000,0.185568,0.054600,0.000000,91.387560
"_Z4copyPfPKfi",1,0,0,6,2410,4274688,192,0,0,2,1,0,0x0,0.000089,1.472791,193.117483,0,0.000000,0.285983,0.161566,0.000000,81.330472
"_Z4copyPfPKfi",2,0,0,7,2410,4274688,192,0,0,2,1,0,0x0,0.000085,1.545468,204.612571,0,0.000000,0.199512,0.068220,0.000000,91.387560
"_Z4copyPfPKfi",3,0,0,8,2410,4274688,192,0,0,2,1,0,0x0,0.000080,1.643068,217.562734,0,0.000000,0.305753,0.168516,0.000000,81.330472
"_Z4copyPfPKfi",4,0,0,9,2410,4274688,192,0,0,2,1,0,0x0,0.000075,1.753066,232.262919,0,0.000000,0.232777,0.158731,0.000000,81.489362
"_Z4copyPfPKfi",5,0,0,10,2410,4274688,192,0,0,2,1,0,0x0,0.000074,1.765498,232.262919,0,0.000000,0.227496,0.152084,0.000000,81.489362
"_Z4copyPfPKfi",6,0,0,11,2410,4274688,192,0,0,2,1,0,0x0,0.000073,1.808767,238.714667,0,0.000000,0.256960,0.169154,0.000000,81.489362
"_Z4copyPfPKfi",7,0,0,12,2410,4274688,192,0,0,2,1,0,0x0,0.000073,1.799442,238.714667,0,0.000000,0.247499,0.170638,0.000000,81.489362
"_Z4copyPfPKfi",8,0,0,13,2410,4274688,192,0,0,2,1,0,0x0,0.000071,1.857439,245.535086,0,0.000000,0.127738,0.047957,0.000000,91.408115
"_Z4copyPfPKfi",9,0,0,14,2410,4274688,192,0,0,2,1,0,0x0,0.000071,1.844217,242.076845,0,0.000000,0.220744,0.066706,0.000000,91.325301
"_Z4copyPfPKfi",10,0,0,15,2410,4274688,192,0,0,2,1,0,0x0,0.000075,1.751619,232.262919,0,0.000000,0.106081,0.032929,0.000000,91.408115
