kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z17kernelUpdatePBestPfS_S_",0,0,0,6,87762,61440,64,0,0,7,4,0,0x0,0.000034,19.090103,2471.253333,0,0.000000,0.784107,0.000000,0.000000,93.523677
"_Z17kernelUpdatePBestPfS_S_",1,0,0,8,87762,61440,64,0,0,7,4,0,0x0,0.000037,17.326359,2204.090811,0,0.000000,1.155091,0.000000,0.000000,93.069993
"_Z17kernelUpdatePBestPfS_S_",2,0,0,9,87762,61440,64,0,0,7,4,0,0x0,0.000033,19.378973,2471.253333,0,0.000000,0.772065,0.000000,0.000000,93.523677
"_Z17kernelUpdatePBestPfS_S_",3,0,0,10,87762,61440,64,0,0,7,4,0,0x0,0.000036,17.725753,2265.315556,0,0.000000,0.950176,0.000000,0.000000,93.069993
"_Z17kernelUpdatePBestPfS_S_",4,0,0,11,87762,61440,64,0,0,7,4,0,0x0,0.000036,17.983609,2330.038857,0,0.000000,0.973568,0.000000,0.000000,93.037755
"_Z17kernelUpdatePBestPfS_S_",5,0,0,12,87762,61440,64,0,0,7,4,0,0x0,0.000037,17.550265,2265.315556,0,0.000000,1.331765,0.000000,0.000000,93.069993
"_Z17kernelUpdatePBestPfS_S_",6,0,0,13,87762,61440,64,0,0,7,4,0,0x0,0.000038,17.213238,2204.090811,0,0.000000,0.936443,0.000000,0.000000,93.069993
"_Z17kernelUpdatePBestPfS_S_",7,0,0,14,87762,61440,64,0,0,7,4,0,0x0,0.000038,17.134189,2204.090811,0,0.000000,1.158029,0.000000,0.000000,93.069993
"_Z17kernelUpdatePBestPfS_S_",8,0,0,15,87762,61440,64,0,0,7,4,0,0x0,0.000035,18.694378,2398.569412,0,0.000000,0.744791,0.000000,0.000000,93.523677
"_Z17kernelUpdatePBestPfS_S_",9,0,0,16,87762,61440,64,0,0,7,4,0,0x0,0.000035,18.697760,2398.569412,0,0.000000,0.744925,0.000000,0.000000,93.523677
"_Z17kernelUpdatePBestPfS_S_",10,0,0,17,87762,61440,64,0,0,7,4,0,0x0,0.000034,18.932386,2398.569412,0,0.000000,0.754273,0.000000,0.000000,93.523677
