kernel-name,dispatch,gpu-id,queue-id,queue-index,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,time,VALUBusy,performance,LDSInsts,LDSBankConflict,L1MemoryBusy,L1MemoryStalled,L2WriteUnitStalled,L2CacheHit
"_Z9kLessThanPfS_S_j",0,0,0,6,45037,57600,256,0,0,2,1,0,0x0,0.000009,1.052374,102.400000,0,0.000000,0.775967,0.147079,0.000000,87.676056
"_Z9kLessThanPfS_S_j",1,0,0,8,45037,57600,256,0,0,2,1,0,0x0,0.000015,0.664439,65.828571,0,0.000000,0.844292,0.159039,0.000000,74.328358
"_Z9kLessThanPfS_S_j",2,0,0,9,45037,57600,256,0,0,2,1,0,0x0,0.000009,1.055371,102.400000,0,0.000000,0.784959,0.149193,0.000000,87.676056
"_Z9kLessThanPfS_S_j",3,0,0,10,45037,57600,256,0,0,2,1,0,0x0,0.000014,0.690194,65.828571,0,0.000000,0.986784,0.111983,0.000000,74.328358
"_Z9kLessThanPfS_S_j",4,0,0,11,45037,57600,256,0,0,2,1,0,0x0,0.000016,0.618713,61.440000,0,0.000000,0.859738,0.156045,0.000000,74.328358
"_Z9kLessThanPfS_S_j",5,0,0,12,45037,57600,256,0,0,2,1,0,0x0,0.000015,0.632931,61.440000,0,0.000000,0.901863,0.103709,0.000000,73.887240
"_Z9kLessThanPfS_S_j",6,0,0,13,45037,57600,256,0,0,2,1,0,0x0,0.000015,0.644010,61.440000,0,0.000000,0.917649,0.094144,0.000000,73.887240
"_Z9kLessThanPfS_S_j",7,0,0,14,45037,57600,256,0,0,2,1,0,0x0,0.000015,0.636737,61.440000,0,0.000000,0.923653,0.093081,0.000000,74.328358
"_Z9kLessThanPfS_S_j",8,0,0,15,45037,57600,256,0,0,2,1,0,0x0,0.000015,0.645881,61.440000,0,0.000000,0.846649,0.151484,0.000000,74.328358
"_Z9kLessThanPfS_S_j",9,0,0,16,45037,57600,256,0,0,2,1,0,0x0,0.000010,0.998300,102.400000,0,0.000000,0.728077,0.142729,0.000000,87.676056
"_Z9kLessThanPfS_S_j",10,0,0,17,45037,57600,256,0,0,2,1,0,0x0,0.000010,1.013382,102.400000,0,0.000000,0.820473,0.149769,0.000000,87.676056
